Francisco Canaro,0.983072342302594,0.6547106307895912,177776.51345390387,0.29262187913542104,0.4906754324261136,0.20111768857520956,-11.733372739303036,0.11100683722981924,123.60878561976185,0.7464689016321132,0.054256726951918834,2,1,2267
Frédéric Chopin,0.9899606741573084,0.3400870786516855,251871.94850187266,0.1068738389513109,0.8768992780898869,0.15567743445692905,-22.57557771535583,0.04291348314606748,90.97777247191023,0.2036439138576776,5.74812734082397,1,1,1068
Ludwig van Beethoven,0.955018652849742,0.34015730569948216,439361.3316062176,0.1531761658031087,0.6907695239378229,0.1640777202072538,-20.107703626943017,0.055549844559585435,104.83353575129536,0.26025492227979263,5.237305699481865,0,1,965
Wolfgang Amadeus Mozart,0.9620839378238376,0.3538952331606218,327808.0373056995,0.13834816580310869,0.5148373379170976,0.18709056994818699,-20.214154404145077,0.06775595854922277,108.59492020725395,0.33285523316062177,9.624870466321244,7,1,965
Johann Sebastian Bach,0.9584049945711216,0.3542243213897936,203461.7578718784,0.20193230184581995,0.7443224756026062,0.16583669923995653,-20.93651791530944,0.04884375678610207,106.5518686210642,0.5705261672095548,14.704668838219328,7,1,921
Igor Stravinsky,0.9186965425531928,0.34009973404255306,186150.28723404254,0.20999595079787245,0.6015250176595741,0.2338039893617018,-20.366152925531914,0.057502127659574485,107.55557313829794,0.2351473404255319,1.0398936170212767,0,1,752
Frank Sinatra,0.7379014945652173,0.3873029891304352,189419.5516304348,0.23644239130434824,0.020025567771739132,0.228494429347826,-14.268798913043476,0.04747622282608695,110.19835733695648,0.3642320652173913,26.26358695652174,5,1,736
Giuseppe Verdi,0.9569007299270078,0.3694925547445258,209247.50802919708,0.18495694890510933,0.08220480725547437,0.26452189781021884,-17.133328467153262,0.09350467153284664,100.32364379562055,0.230716788321168,2.2948905109489046,0,1,685
Billie Holiday,0.9126907216494856,0.5856170839469808,185348.74226804124,0.20344300441826232,0.013548102886597937,0.21263740795287212,-13.038502209131089,0.057381148748159035,110.265060382916,0.5172703976435941,14.957290132547865,5,1,679
Ignacio Corsini,0.9852377952755932,0.5449275590551189,154427.64409448818,0.1878934645669288,0.4278313772440943,0.18246488188976365,-20.875118110236247,0.12111826771653555,106.57927401574808,0.6387999999999999,0.02047244094488189,5,1,635
Arturo Toscanini,0.9187466034755136,0.3168638230647708,321346.0900473933,0.20435298578199068,0.481935857109005,0.2752102685624013,-17.080761453396505,0.057923222748815124,102.5062496050554,0.28148657187993703,0.3048973143759874,0,1,633
Vladimir Horowitz,0.9898000000000028,0.3424370967741933,273592.6580645161,0.119778258064516,0.8795927419354844,0.18347403225806425,-23.126467741935468,0.043261612903225874,95.07533064516115,0.2254000000000002,3.6564516129032256,1,1,620
New York Philharmonic,0.8902585365853654,0.2784645528455284,419538.931707317,0.19938944715447166,0.6394318377235771,0.21238211382113814,-18.859439024390237,0.04947186991869923,103.98466991869921,0.20698032520325207,6.700813008130082,5,1,615
Johnny Cash,0.6687209168081507,0.6188913412563665,163941.8234295416,0.4522205432937182,0.02197428129032257,0.2434755517826826,-11.609943972835305,0.09559371816638376,114.82901867572151,0.6807285229202035,27.11375212224109,10,1,589
Bob Dylan,0.5604538905565859,0.5122402597402598,257476.3098330241,0.4767400742115021,0.032994623135436,0.3121499072356215,-11.25659369202225,0.06493358070500925,125.70258812615944,0.5528734693877555,30.97402597402597,7,1,539
The Rolling Stones,0.2942927388805969,0.5243638059701492,229349.7891791045,0.7193768656716417,0.17677898143656734,0.268068843283582,-7.797065298507467,0.052302798507462674,124.1476007462687,0.6518585820895515,34.42723880597015,0,1,536
Elvis Presley,0.7357121324110673,0.4964584980237148,156182.41699604742,0.4294729249011859,0.052367134071146314,0.24818023715415005,-12.856581027667975,0.05845395256917001,111.88876877470365,0.6247766798418972,33.58893280632411,0,1,506
Ella Fitzgerald,0.8334376237623758,0.4375544554455444,213890.2118811881,0.2353433663366338,0.004389204039603961,0.20965504950495054,-13.437958415841598,0.061368118811881124,109.59559009901,0.3954299009900992,22.186138613861385,0,1,505
Lata Mangeshkar,0.9420588235294134,0.5014868154158214,217429.08924949288,0.3136178498985798,0.2540633784584176,0.21507058823529407,-12.231494929006093,0.08489655172413789,115.85504056795129,0.6577139959432051,3.983772819472617,1,1,493
Leonard Bernstein,0.8678897959183668,0.3127630612244898,339839.74489795923,0.221400112244898,0.5413700557755102,0.2266824489795917,-19.06776530612245,0.08058693877551026,103.52505510204077,0.2327163265306121,11.851020408163267,0,1,490
The Beach Boys,0.4050373621399176,0.5052181069958845,148191.9938271605,0.5300380658436216,0.11656899432098765,0.19324032921810694,-9.9158683127572,0.044099382716049434,125.84536213991774,0.6375481481481484,27.34567901234568,9,1,486
